respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_0100,Nairobi,Kawangware,Born outside country,55+,Kenya,4–5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0101,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Once or twice,Once or twice,Never,Never,Once or twice,Never,Move within country,No,Stay here,Move within city,Yes
resp_0102,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,Mixed,No,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Several times,Many times,Many times,Never,Many times,Never,Move within country,No,Stay here,Move within city,Yes
resp_0103,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Several times,Several times,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_0104,Nairobi,Kawangware,Born outside country,18–24,Kenya,1,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move to third country,Yes
resp_0105,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,No,No,No,No,Mixed,No,No,No,Yes,Mixed,No,No,No,No,No,No,No,No,Never,Many times,Many times,Several times,Several times,Never,Leave country,No,Stay here,Move within home country,Yes
resp_0106,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,Yes,No,No,Yes,Mixed,Mixed,Yes,Mixed,Yes,Mixed,Yes,Yes,No,No,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Yes,Move within home country,Move within home country,Yes
resp_0107,Nairobi,Kayole,Born in country,45–54,Kenya,2–3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Once or twice,Never,Never,Once or twice,Once or twice,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0108,Nairobi,Kawangware,Born outside country,35–44,Kenya,1,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Never,Not applicable,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,No
resp_0109,Johannesburg,Berea,Born outside country,18–24,Zimbabwe,2–3,No,No,No,No,Mixed,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Stay here,Yes
resp_0110,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Several times,Never,Many times,Many times,Several times,Once or twice,Leave country,No,Stay here,Move within home country,Yes
resp_0111,Nairobi,Kawangware,Born in country,25–34,Democratic Republic of the Congo,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Never,Never,Several times,Several times,Several times,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_0112,Nairobi,Kawangware,Born outside country,35–44,Kenya,2–3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Several times,Never,Never,Never,Never,Never,Move within country,No,Return to origin community,Return to origin community,Yes
resp_0113,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resp_0114,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,No,No,No,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Don't know,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Don't know,Don't know,Yes
resp_0115,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Stay here,Don't know
resp_0116,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0117,Nairobi,Kawangware,Born outside country,18–24,Kenya,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0118,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Several times,Never,Move within country,No,Move within home country,Move within home country,Yes
resp_0119,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Once or twice,Once or twice,Once or twice,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0120,Nairobi,,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0121,Nairobi,Kawangware,Born in country,25–34,Uganda,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Don't know,Don't know,Yes
resp_0122,Nairobi,Kawangware,Born outside country,18–24,Kenya,4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resp_0123,Nairobi,Kawangware,Born outside country,18–24,Kenya,4–5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0124,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move within home country,Don't know
resp_0125,Nairobi,Kawangware,Born outside country,55+,Kenya,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Several times,Once or twice,Never,Never,,,,,
resp_0126,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0127,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,No,No,No,No,No,No,No,Yes,Don't know,Don't know,No,No,Yes,No,No,No,Yes,No,Never,Never,Once or twice,Never,Never,Once or twice,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_0128,Nairobi,Kawangware,Born outside country,25–34,Kenya,1,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Never,Once or twice,Never,Never,Once or twice,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0129,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0130,Nairobi,Kawangware,Born outside country,35–44,Kenya,2–3,Yes,Yes,Yes,Yes,Mixed,Don't know,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Stay here,Don't know,No
resp_0131,Nairobi,Kawangware,Born outside country,35–44,Kenya,2–3,Mixed,Mixed,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,Yes,Return to origin community,Return to origin community,No
resp_0132,Nairobi,Kawangware,Born outside country,18–24,Kenya,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0133,Nairobi,Kawangware,Born outside country,55+,Kenya,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Several times,Several times,Several times,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0134,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Yes,Yes,Don't know,Yes,Mixed,Mixed,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Don't know,Don't know,Don't know,Yes
resp_0135,Accra,Madina,Born outside country,45–54,Ghana,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0136,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,No
resp_0137,Nairobi,Kawangware,Born in country,25–34,Other,4–5,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Don't know,No,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0138,Nairobi,Kawangware,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Mixed,No,Don't know,Don't know,No,Don't know,No,Never,Never,Never,Never,Never,Never,Move within country,No,Don't know,Move within home country,Yes
resp_0139,Accra,Madina,Born outside country,35–44,Ghana,4–5,Yes,Yes,Yes,No,Yes,Mixed,Mixed,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Once or twice,Never,Once or twice,Never,Leave country,No,Stay here,Stay here,Yes
resp_0140,Nairobi,Kawangware,Born outside country,35–44,Kenya,6+,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0141,Accra,Madina,Born outside country,45–54,Ghana,1,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,No,Yes,No,No,Once or twice,Never,Never,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0142,Accra,Madina,Born outside country,,Ghana,6+,No,No,No,Yes,No,No,Mixed,No,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,Yes,Move to third country,Move within home country,Don't know
resp_0143,Nairobi,Kawangware,Born in country,25–34,South Africa,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Don't know,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0144,Nairobi,Kawangware,Born outside country,35–44,Kenya,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,No,No,Mixed,Mixed,Yes,No,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0145,Nairobi,Kawangware,Born outside country,35–44,Kenya,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,No,Mixed,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0146,Nairobi,Kawangware,Born in country,25–34,South Sudan,4–5,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Stay here,No
resp_0147,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Yes,Don't know,Don't know,No,No,No,No,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Don't know,Move within home country,No
resp_0148,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move within city,Move to third country,Yes
resp_0149,Nairobi,Kawangware,Born in country,18–24,South Sudan,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0150,Nairobi,Kawangware,Born in country,25–34,South Sudan,2–3,No,No,No,Don't know,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Never,Never,Several times,Many times,Several times,Never,Stay in neighbourhood,No,Return to origin community,Stay here,Yes
resp_0151,Nairobi,Kawangware,Born in country,18–24,South Sudan,6+,No,No,No,No,No,No,Mixed,No,No,No,No,No,No,Yes,Yes,No,Yes,Don't know,Once or twice,Never,Once or twice,Many times,Once or twice,Don't know,Leave country,No,Stay here,Move to third country,Yes
resp_0152,Nairobi,Kawangware,Born outside country,18–24,Kenya,1,Yes,Yes,Don't know,Yes,Yes,Mixed,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,No
resp_0153,Nairobi,Kawangware,Born outside country,18–24,Kenya,4–5,Mixed,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Move within home country,Yes
resp_0154,Nairobi,Kawangware,Born in country,18–24,Other,6+,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0155,Nairobi,Kawangware,Born in country,18–24,South Sudan,4–5,Yes,No,No,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_0156,Nairobi,Kawangware,Born in country,18–24,South Sudan,6+,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_0157,Nairobi,Kawangware,Born in country,18–24,South Sudan,6+,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_0158,Nairobi,Kawangware,Born in country,18–24,South Sudan,6+,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0159,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,,,,,
resp_0160,Nairobi,Kawangware,Born outside country,18–24,Kenya,1,No,Don't know,Don't know,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move within city,Don't know,Yes
resp_0161,Nairobi,Kawangware,Born in country,18–24,South Sudan,6+,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0162,Nairobi,Kawangware,Born in country,18–24,South Sudan,2–3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Don't know,No,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_0163,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move within city,Yes
resp_0164,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Don't know,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0165,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Mixed,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0166,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Mixed,No,No,Yes,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,No
resp_0167,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_0168,Nairobi,Kawangware,Born outside country,18–24,Kenya,6+,Mixed,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_0169,Nairobi,Kawangware,Born in country,25–34,Burundi,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0170,Nairobi,Kawangware,Born outside country,25–34,Kenya,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Don't know,Mixed,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Yes,Move within home country,Move within home country,No
resp_0171,Nairobi,Kawangware,Born outside country,25–34,Kenya,4–5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resp_0172,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Once or twice,Never,Once or twice,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_0173,Nairobi,Kawangware,Born in country,55+,Other,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0174,Nairobi,Kawangware,Born outside country,35–44,Kenya,4–5,Mixed,No,No,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Don't know,Don't know,Yes,No,Don't know,Not applicable,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Don't know,Don't know,No
resp_0175,Nairobi,Kawangware,Born in country,25–34,Uganda,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0176,Accra,Madina,Born outside country,35–44,Ghana,1,No,No,No,No,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Return to origin community,Move within home country,No
resp_0177,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0178,Nairobi,Kawangware,Born outside country,35–44,Kenya,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Stay here,Move within city,No
resp_0179,Accra,Madina,Born outside country,18–24,Ghana,6+,Mixed,Yes,Mixed,Mixed,No,Mixed,Mixed,Mixed,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Move within city,Yes
resp_0180,Accra,Madina,Born in country,55+,Ghana,1,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Don't know,Yes,No,Once or twice,Never,Never,Never,Once or twice,Several times,Move within country,Yes,Don't know,Don't know,Yes
resp_0181,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,Yes,No,No,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Once or twice,Never,Once or twice,Several times,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0182,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Mixed,No,Don't know,No,Mixed,No,No,Mixed,No,Mixed,Yes,Don't know,No,No,No,No,Yes,No,Never,Never,Never,Never,Never,Not applicable,Leave country,No,Stay here,Move within home country,Yes
resp_0183,Nairobi,Kawangware,Born outside country,55+,Kenya,4–5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Once or twice,Never,Never,Never,Once or twice,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0184,Nairobi,Kawangware,Born in country,18–24,Democratic Republic of the Congo,2–3,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0185,Nairobi,Kawangware,Born in country,55+,Uganda,4–5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0186,Nairobi,Kawangware,Born outside country,55+,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0187,Nairobi,Kawangware,Born outside country,18–24,Kenya,2–3,Mixed,Yes,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Don't know,No,Once or twice,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within home country,No
resp_0188,Nairobi,Kawangware,Born outside country,25–34,Kenya,2–3,No,No,No,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Never,Once or twice,Once or twice,Never,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0189,Accra,Madina,Born in country,45–54,Nigeria,2–3,Yes,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Many times,Many times,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0190,Nairobi,Kawangware,Born in country,45–54,Uganda,2–3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0191,Nairobi,Kawangware,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Don't know,Stay here,Yes
